segment_id,track_sample_id,original_audio,label,label_id,source,genre,generator,audio_path,track_id,split,actual_duration_sec,planning_duration_sec,planned_segments,segment_index,segment_role,start_sec,end_sec,segment_duration_sec,available_audio_sec,pad_sec,requires_padding
seg_000010,sample_00003,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/114/114244.mp3,114244.0,test,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000011,sample_00003,2Much (Andy Spinelli & Alex Sánchez House Edit) - Tentacles,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/114/114244.mp3,114244.0,test,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000012,sample_00004,3 am West End - statusq,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/112/112378.mp3,112378.0,test,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000013,sample_00004,3 am West End - statusq,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/112/112378.mp3,112378.0,test,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000014,sample_00004,3 am West End - statusq,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/112/112378.mp3,112378.0,test,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000015,sample_00005,5 (Lexington) - Isle of Pine,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/066/066445.mp3,66445.0,test,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000016,sample_00005,5 (Lexington) - Isle of Pine,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/066/066445.mp3,66445.0,test,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000017,sample_00005,5 (Lexington) - Isle of Pine,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/066/066445.mp3,66445.0,test,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000018,sample_00006,"50,000 Volts of Democracy mp3 - Legally Blind",REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/130/130401.mp3,130401.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000019,sample_00006,"50,000 Volts of Democracy mp3 - Legally Blind",REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/130/130401.mp3,130401.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000020,sample_00006,"50,000 Volts of Democracy mp3 - Legally Blind",REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/130/130401.mp3,130401.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000021,sample_00007,"6 (Coat of Arms, Close) - Isle of Pine",REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/066/066446.mp3,66446.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000022,sample_00007,"6 (Coat of Arms, Close) - Isle of Pine",REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/066/066446.mp3,66446.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000023,sample_00007,"6 (Coat of Arms, Close) - Isle of Pine",REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/066/066446.mp3,66446.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000024,sample_00008,A Dark Blue Arc - Pipe Choir,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/129/129963.mp3,129963.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000025,sample_00008,A Dark Blue Arc - Pipe Choir,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/129/129963.mp3,129963.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000026,sample_00008,A Dark Blue Arc - Pipe Choir,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/129/129963.mp3,129963.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000027,sample_00009,A Different World By Night - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140926.mp3,140926.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000028,sample_00009,A Different World By Night - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140926.mp3,140926.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000029,sample_00009,A Different World By Night - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140926.mp3,140926.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000030,sample_00010,A Lady In Red With A Plan To Steal - Did You Just Hex Me?,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/074/074910.mp3,74910.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000031,sample_00010,A Lady In Red With A Plan To Steal - Did You Just Hex Me?,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/074/074910.mp3,74910.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000032,sample_00010,A Lady In Red With A Plan To Steal - Did You Just Hex Me?,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/074/074910.mp3,74910.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000033,sample_00011,Acoustic Unleashed - Remain,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/141/141875.mp3,141875.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000034,sample_00011,Acoustic Unleashed - Remain,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/141/141875.mp3,141875.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000035,sample_00011,Acoustic Unleashed - Remain,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/141/141875.mp3,141875.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000036,sample_00012,Ad Astra - P C III,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/111/111819.mp3,111819.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000037,sample_00012,Ad Astra - P C III,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/111/111819.mp3,111819.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000038,sample_00012,Ad Astra - P C III,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/111/111819.mp3,111819.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000039,sample_00013,Agora - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113019.mp3,113019.0,val,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000040,sample_00013,Agora - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113019.mp3,113019.0,val,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000041,sample_00013,Agora - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113019.mp3,113019.0,val,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000042,sample_00014,All of Us - Eric Skiff,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/047/047071.mp3,47071.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000043,sample_00014,All of Us - Eric Skiff,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/047/047071.mp3,47071.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000044,sample_00014,All of Us - Eric Skiff,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/047/047071.mp3,47071.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000045,sample_00015,Ancient Whispers I - P C III,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/111/111821.mp3,111821.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000046,sample_00015,Ancient Whispers I - P C III,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/111/111821.mp3,111821.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000047,sample_00015,Ancient Whispers I - P C III,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/111/111821.mp3,111821.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000048,sample_00016,And Over The Rainbows - milky-chu,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/144/144723.mp3,144723.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000049,sample_00016,And Over The Rainbows - milky-chu,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/144/144723.mp3,144723.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000050,sample_00016,And Over The Rainbows - milky-chu,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/144/144723.mp3,144723.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000051,sample_00017,Apparitions Under Glass - Sarin,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/113/113526.mp3,113526.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000052,sample_00017,Apparitions Under Glass - Sarin,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/113/113526.mp3,113526.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000053,sample_00017,Apparitions Under Glass - Sarin,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/113/113526.mp3,113526.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000054,sample_00018,"Aquamarine, My Distant Blue - Nihilore",REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/134/134150.mp3,134150.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000055,sample_00018,"Aquamarine, My Distant Blue - Nihilore",REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/134/134150.mp3,134150.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000056,sample_00018,"Aquamarine, My Distant Blue - Nihilore",REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/134/134150.mp3,134150.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000057,sample_00019,Artificial anxiety - Michett,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/130/130129.mp3,130129.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000058,sample_00019,Artificial anxiety - Michett,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/130/130129.mp3,130129.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000059,sample_00019,Artificial anxiety - Michett,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/130/130129.mp3,130129.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000060,sample_00020,As Nihilism Gives Way To Existentialism - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/134/134148.mp3,134148.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000061,sample_00020,As Nihilism Gives Way To Existentialism - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/134/134148.mp3,134148.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000062,sample_00020,As Nihilism Gives Way To Existentialism - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/134/134148.mp3,134148.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000063,sample_00021,Attention - Pete Prodoehl,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/118/118048.mp3,118048.0,test,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000064,sample_00021,Attention - Pete Prodoehl,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/118/118048.mp3,118048.0,test,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000065,sample_00021,Attention - Pete Prodoehl,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/118/118048.mp3,118048.0,test,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000066,sample_00022,Authenticity - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140924.mp3,140924.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000067,sample_00022,Authenticity - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140924.mp3,140924.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000068,sample_00022,Authenticity - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/140/140924.mp3,140924.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000069,sample_00023,Autobahn - S-B-J,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/137/137049.mp3,137049.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000070,sample_00023,Autobahn - S-B-J,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/137/137049.mp3,137049.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000071,sample_00023,Autobahn - S-B-J,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/137/137049.mp3,137049.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000072,sample_00024,"Autopsy - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127294.mp3,127294.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000073,sample_00024,"Autopsy - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127294.mp3,127294.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000074,sample_00024,"Autopsy - Oh Yeah, the Future",REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/127/127294.mp3,127294.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000075,sample_00025,Bergwald Bergwald - Every Now and Every Then,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/138/138061.mp3,138061.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000076,sample_00025,Bergwald Bergwald - Every Now and Every Then,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/138/138061.mp3,138061.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000077,sample_00025,Bergwald Bergwald - Every Now and Every Then,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/138/138061.mp3,138061.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000078,sample_00026,Better Run Away From Me - Miss Derringer,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003956.mp3,3956.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000079,sample_00026,Better Run Away From Me - Miss Derringer,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003956.mp3,3956.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000080,sample_00026,Better Run Away From Me - Miss Derringer,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/003/003956.mp3,3956.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000081,sample_00027,Beyond Luxury - Mors Ontologica,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/004/004003.mp3,4003.0,val,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000082,sample_00027,Beyond Luxury - Mors Ontologica,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/004/004003.mp3,4003.0,val,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000083,sample_00027,Beyond Luxury - Mors Ontologica,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/004/004003.mp3,4003.0,val,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000084,sample_00028,Bizzy - The Tleilaxu Music Machine,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/001/001881.mp3,1881.0,test,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000085,sample_00028,Bizzy - The Tleilaxu Music Machine,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/001/001881.mp3,1881.0,test,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000086,sample_00028,Bizzy - The Tleilaxu Music Machine,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/001/001881.mp3,1881.0,test,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000087,sample_00029,Black Panda - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131153.mp3,131153.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000088,sample_00029,Black Panda - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131153.mp3,131153.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000089,sample_00029,Black Panda - The Crypts!,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/131/131153.mp3,131153.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000090,sample_00030,Breathe New Life - Scott Holmes,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/114/114396.mp3,114396.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000091,sample_00030,Breathe New Life - Scott Holmes,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/114/114396.mp3,114396.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000092,sample_00030,Breathe New Life - Scott Holmes,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/114/114396.mp3,114396.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000093,sample_00031,Breeze Funk - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113025.mp3,113025.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000094,sample_00031,Breeze Funk - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113025.mp3,113025.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000095,sample_00031,Breeze Funk - Malaventura,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/113/113025.mp3,113025.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000096,sample_00032,Burn - Room For A Ghost,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/061/061491.mp3,61491.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000097,sample_00032,Burn - Room For A Ghost,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/061/061491.mp3,61491.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000098,sample_00032,Burn - Room For A Ghost,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/061/061491.mp3,61491.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000099,sample_00033,Busby Berkeley - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022472.mp3,22472.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000100,sample_00033,Busby Berkeley - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022472.mp3,22472.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000101,sample_00033,Busby Berkeley - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022472.mp3,22472.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000102,sample_00034,Cassie Lace - The Zombie Dandies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/147/147384.mp3,147384.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000103,sample_00034,Cassie Lace - The Zombie Dandies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/147/147384.mp3,147384.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000104,sample_00034,Cassie Lace - The Zombie Dandies,REAL,0,FMA,Rock,,data/raw/FMA/selected_30s/147/147384.mp3,147384.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000105,sample_00035,Celia - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022480.mp3,22480.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000106,sample_00035,Celia - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022480.mp3,22480.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000107,sample_00035,Celia - Ergo Phizmiz,REAL,0,FMA,Pop,,data/raw/FMA/selected_30s/022/022480.mp3,22480.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000108,sample_00036,Chipho instrumental - RoccoW,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/074/074900.mp3,74900.0,train,29.988571,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000109,sample_00036,Chipho instrumental - RoccoW,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/074/074900.mp3,74900.0,train,29.988571,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000110,sample_00036,Chipho instrumental - RoccoW,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/074/074900.mp3,74900.0,train,29.988571,30.0,3,2,end,20.0,30.0,10.0,9.988571,0.011429,True
seg_000111,sample_00037,Clay Heart - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145816.mp3,145816.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000112,sample_00037,Clay Heart - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145816.mp3,145816.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000113,sample_00037,Clay Heart - Nihilore,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/145/145816.mp3,145816.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000114,sample_00038,Cloudy - Subway Sonicbeat,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/071/071506.mp3,71506.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000115,sample_00038,Cloudy - Subway Sonicbeat,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/071/071506.mp3,71506.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000116,sample_00038,Cloudy - Subway Sonicbeat,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/071/071506.mp3,71506.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000117,sample_00039,Cold Chains - Rolemusic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/114/114004.mp3,114004.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
seg_000118,sample_00039,Cold Chains - Rolemusic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/114/114004.mp3,114004.0,train,30.014694,30.0,3,1,middle,10.0,20.0,10.0,10.0,0.0,False
seg_000119,sample_00039,Cold Chains - Rolemusic,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/114/114004.mp3,114004.0,train,30.014694,30.0,3,2,end,20.0,30.0,10.0,10.0,0.0,False
seg_000120,sample_00040,Coliidae - K.D. Expression,REAL,0,FMA,Electronic,,data/raw/FMA/selected_30s/033/033636.mp3,33636.0,train,30.014694,30.0,3,0,start,0.0,10.0,10.0,10.0,0.0,False
